Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Azerbaijan,AZE,2020-10-02,144,1
Azerbaijan,AZE,2020-10-03,108,1
Azerbaijan,AZE,2020-10-04,130,1
Azerbaijan,AZE,2020-10-05,97,2
Azerbaijan,AZE,2020-10-06,143,2
Azerbaijan,AZE,2020-10-07,182,2
Azerbaijan,AZE,2020-10-08,191,1
Azerbaijan,AZE,2020-10-09,215,2
Azerbaijan,AZE,2020-10-10,233,3
Azerbaijan,AZE,2020-10-11,230,1
Azerbaijan,AZE,2020-10-12,122,0
Azerbaijan,AZE,2020-10-13,277,3
Azerbaijan,AZE,2020-10-14,369,4
Azerbaijan,AZE,2020-10-15,530,3
Azerbaijan,AZE,2020-10-16,509,2
Azerbaijan,AZE,2020-10-17,528,2
Azerbaijan,AZE,2020-10-18,647,3
Azerbaijan,AZE,2020-10-19,331,4
Azerbaijan,AZE,2020-10-20,584,5
Azerbaijan,AZE,2020-10-21,714,7
Azerbaijan,AZE,2020-10-22,825,6
Azerbaijan,AZE,2020-10-23,803,8
Azerbaijan,AZE,2020-10-24,792,8
Azerbaijan,AZE,2020-10-25,946,7
Azerbaijan,AZE,2020-10-26,527,8
Azerbaijan,AZE,2020-10-27,663,9
Azerbaijan,AZE,2020-10-28,988,11
Azerbaijan,AZE,2020-10-29,1015,9
Azerbaijan,AZE,2020-10-30,1022,10
Azerbaijan,AZE,2020-10-31,1095,12
Azerbaijan,AZE,2020-11-01,1175,10
Azerbaijan,AZE,2020-11-02,596,13
Azerbaijan,AZE,2020-11-03,1242,15
Azerbaijan,AZE,2020-11-04,1227,12
Azerbaijan,AZE,2020-11-05,1364,14
Azerbaijan,AZE,2020-11-06,1465,17
Azerbaijan,AZE,2020-11-07,1410,13
Azerbaijan,AZE,2020-11-08,1663,16
Azerbaijan,AZE,2020-11-09,635,12
Azerbaijan,AZE,2020-11-10,1346,15
Azerbaijan,AZE,2020-11-11,1202,18
Azerbaijan,AZE,2020-11-12,1622,20
Azerbaijan,AZE,2020-11-13,1364,22
Azerbaijan,AZE,2020-11-14,1849,19
Azerbaijan,AZE,2020-11-15,2259,21
Azerbaijan,AZE,2020-11-16,1395,18
Azerbaijan,AZE,2020-11-17,2075,20
Azerbaijan,AZE,2020-11-18,2239,25
Azerbaijan,AZE,2020-11-19,2597,23
Azerbaijan,AZE,2020-11-20,3169,26
Azerbaijan,AZE,2020-11-21,2735,28
Azerbaijan,AZE,2020-11-22,3196,24
Azerbaijan,AZE,2020-11-23,2187,29
Azerbaijan,AZE,2020-11-24,3646,34
Azerbaijan,AZE,2020-11-25,3469,30
Azerbaijan,AZE,2020-11-26,3705,32
Azerbaijan,AZE,2020-11-27,3712,35
Azerbaijan,AZE,2020-11-28,4212,32
Azerbaijan,AZE,2020-11-29,4170,38
Azerbaijan,AZE,2020-11-30,2981,31
Azerbaijan,AZE,2020-12-01,4426,41
Azerbaijan,AZE,2020-12-02,3942,37
Azerbaijan,AZE,2020-12-03,4189,40
Azerbaijan,AZE,2020-12-04,4267,41
Azerbaijan,AZE,2020-12-05,4323,42
Azerbaijan,AZE,2020-12-06,4356,39
Azerbaijan,AZE,2020-12-07,3086,43
Azerbaijan,AZE,2020-12-08,4387,38
Azerbaijan,AZE,2020-12-09,4403,42
Azerbaijan,AZE,2020-12-10,4219,38
Azerbaijan,AZE,2020-12-11,4381,47
Azerbaijan,AZE,2020-12-12,4268,43
Azerbaijan,AZE,2020-12-13,4451,39
Azerbaijan,AZE,2020-12-14,3112,44
Azerbaijan,AZE,2020-12-15,4273,41
Azerbaijan,AZE,2020-12-16,4077,43
Azerbaijan,AZE,2020-12-17,4124,38
Azerbaijan,AZE,2020-12-18,3962,45
Azerbaijan,AZE,2020-12-19,3705,42
Azerbaijan,AZE,2020-12-20,2961,35
Azerbaijan,AZE,2020-12-21,1505,43
Azerbaijan,AZE,2020-12-22,2284,41
Azerbaijan,AZE,2020-12-23,2334,46
Azerbaijan,AZE,2020-12-24,1850,40
Azerbaijan,AZE,2020-12-25,1703,36
Azerbaijan,AZE,2020-12-26,1428,38
Azerbaijan,AZE,2020-12-27,1519,45
Azerbaijan,AZE,2020-12-28,772,39
Azerbaijan,AZE,2020-12-29,1101,37
Azerbaijan,AZE,2020-12-30,1052,34
Azerbaijan,AZE,2020-12-31,1064,32
Azerbaijan,AZE,2021-01-01,341,29
Azerbaijan,AZE,2021-01-02,421,33
Azerbaijan,AZE,2021-01-03,803,30
Azerbaijan,AZE,2021-01-04,334,28
Azerbaijan,AZE,2021-01-05,802,31
Azerbaijan,AZE,2021-01-06,799,26
Azerbaijan,AZE,2021-01-07,685,27
Azerbaijan,AZE,2021-01-08,532,24
Azerbaijan,AZE,2021-01-09,633,21
Azerbaijan,AZE,2021-01-10,601,19
Azerbaijan,AZE,2021-01-11,176,17
Azerbaijan,AZE,2021-01-12,519,15
Azerbaijan,AZE,2021-01-13,474,16
Azerbaijan,AZE,2021-01-14,380,14
Azerbaijan,AZE,2021-01-15,349,12
Azerbaijan,AZE,2021-01-16,402,15
Azerbaijan,AZE,2021-01-17,322,11
Azerbaijan,AZE,2021-01-18,118,13
Azerbaijan,AZE,2021-01-19,305,10
Azerbaijan,AZE,2021-01-20,332,12
Azerbaijan,AZE,2021-01-21,218,9
Azerbaijan,AZE,2021-01-22,280,11
Azerbaijan,AZE,2021-01-23,162,8
Azerbaijan,AZE,2021-01-24,287,10
Azerbaijan,AZE,2021-01-25,57,11
Azerbaijan,AZE,2021-01-26,326,7
Azerbaijan,AZE,2021-01-27,226,5
Azerbaijan,AZE,2021-01-28,209,8
Azerbaijan,AZE,2021-01-29,142,6
Azerbaijan,AZE,2021-01-30,131,7
Azerbaijan,AZE,2021-01-31,153,6
Azerbaijan,AZE,2021-02-01,77,4
Azerbaijan,AZE,2021-02-02,159,5
Azerbaijan,AZE,2021-02-03,162,4
Azerbaijan,AZE,2021-02-04,152,3
Azerbaijan,AZE,2021-02-05,138,5
Azerbaijan,AZE,2021-02-06,115,3
Azerbaijan,AZE,2021-02-07,132,2
Azerbaijan,AZE,2021-02-08,44,3
Azerbaijan,AZE,2021-02-09,164,2
Azerbaijan,AZE,2021-02-10,147,4
Azerbaijan,AZE,2021-02-11,140,3
Azerbaijan,AZE,2021-02-12,191,3
Azerbaijan,AZE,2021-02-13,155,5
Azerbaijan,AZE,2021-02-14,128,2
Azerbaijan,AZE,2021-02-15,74,3
Azerbaijan,AZE,2021-02-16,140,2
Azerbaijan,AZE,2021-02-17,154,2
Azerbaijan,AZE,2021-02-18,145,3
Azerbaijan,AZE,2021-02-19,193,3
Azerbaijan,AZE,2021-02-20,144,2
Azerbaijan,AZE,2021-02-21,156,3
Azerbaijan,AZE,2021-02-22,72,4
Azerbaijan,AZE,2021-02-23,223,2
Azerbaijan,AZE,2021-02-24,220,2
Azerbaijan,AZE,2021-02-25,126,3
Azerbaijan,AZE,2021-02-26,219,4
Azerbaijan,AZE,2021-02-27,278,5
Azerbaijan,AZE,2021-02-28,270,2
Azerbaijan,AZE,2021-03-01,125,3
Azerbaijan,AZE,2021-03-02,352,2
Azerbaijan,AZE,2021-03-03,319,5
Azerbaijan,AZE,2021-03-04,314,2
Azerbaijan,AZE,2021-03-05,365,3
Azerbaijan,AZE,2021-03-06,353,3
Azerbaijan,AZE,2021-03-07,403,3
Azerbaijan,AZE,2021-03-08,195,6
Azerbaijan,AZE,2021-03-09,297,3
Azerbaijan,AZE,2021-03-10,515,7
Azerbaijan,AZE,2021-03-11,608,5
Azerbaijan,AZE,2021-03-12,576,6
Azerbaijan,AZE,2021-03-13,733,8
Azerbaijan,AZE,2021-03-14,603,6
Azerbaijan,AZE,2021-03-15,376,4
Azerbaijan,AZE,2021-03-16,980,12
Azerbaijan,AZE,2021-03-17,840,9
Azerbaijan,AZE,2021-03-18,933,7
Azerbaijan,AZE,2021-03-19,879,11
Azerbaijan,AZE,2021-03-20,1187,14
Azerbaijan,AZE,2021-03-21,814,12
Azerbaijan,AZE,2021-03-22,670,15
Azerbaijan,AZE,2021-03-23,1333,18
Azerbaijan,AZE,2021-03-24,1185,20
Azerbaijan,AZE,2021-03-25,1429,17
Azerbaijan,AZE,2021-03-26,1759,24
Azerbaijan,AZE,2021-03-27,1690,19
Azerbaijan,AZE,2021-03-28,1831,27
Azerbaijan,AZE,2021-03-29,1129,22
Azerbaijan,AZE,2021-03-30,2146,25
Azerbaijan,AZE,2021-03-31,2237,29
Azerbaijan,AZE,2021-04-01,2248,26
Azerbaijan,AZE,2021-04-02,2361,24
Azerbaijan,AZE,2021-04-03,1852,31
Azerbaijan,AZE,2021-04-04,2561,29
Azerbaijan,AZE,2021-04-05,1099,34
Azerbaijan,AZE,2021-04-06,2035,32
Azerbaijan,AZE,2021-04-07,2595,37
Azerbaijan,AZE,2021-04-08,2717,31
Azerbaijan,AZE,2021-04-09,2206,35
Azerbaijan,AZE,2021-04-10,2192,33
Azerbaijan,AZE,2021-04-11,2414,36
Azerbaijan,AZE,2021-04-12,1151,29
Azerbaijan,AZE,2021-04-13,2457,34
Azerbaijan,AZE,2021-04-14,2293,31
Azerbaijan,AZE,2021-04-15,2317,36
Azerbaijan,AZE,2021-04-16,2163,32
Azerbaijan,AZE,2021-04-17,2148,30
Azerbaijan,AZE,2021-04-18,2144,33
Azerbaijan,AZE,2021-04-19,995,29
Azerbaijan,AZE,2021-04-20,2197,34
Azerbaijan,AZE,2021-04-21,2075,32
Azerbaijan,AZE,2021-04-22,2047,39
Azerbaijan,AZE,2021-04-23,1809,33
Azerbaijan,AZE,2021-04-24,1676,35
Azerbaijan,AZE,2021-04-25,1541,29
Azerbaijan,AZE,2021-04-26,806,31
Azerbaijan,AZE,2021-04-27,1307,27
Azerbaijan,AZE,2021-04-28,1402,32
Azerbaijan,AZE,2021-04-29,1392,29
Azerbaijan,AZE,2021-04-30,1196,27
Azerbaijan,AZE,2021-05-01,1213,21
Azerbaijan,AZE,2021-05-02,1058,23
Azerbaijan,AZE,2021-05-03,418,19
Azerbaijan,AZE,2021-05-04,963,17
Azerbaijan,AZE,2021-05-05,1080,20
Azerbaijan,AZE,2021-05-06,844,18
Azerbaijan,AZE,2021-05-07,722,15
Azerbaijan,AZE,2021-05-08,649,16
Azerbaijan,AZE,2021-05-09,660,14
Azerbaijan,AZE,2021-05-10,371,18
Azerbaijan,AZE,2021-05-11,514,15
Azerbaijan,AZE,2021-05-12,558,13
Azerbaijan,AZE,2021-05-13,509,16
Azerbaijan,AZE,2021-05-14,326,12
Azerbaijan,AZE,2021-05-15,377,14
Azerbaijan,AZE,2021-05-16,472,11
Azerbaijan,AZE,2021-05-17,426,13
Azerbaijan,AZE,2021-05-18,432,10
Azerbaijan,AZE,2021-05-19,339,12
Azerbaijan,AZE,2021-05-20,437,14
Azerbaijan,AZE,2021-05-21,406,11
Azerbaijan,AZE,2021-05-22,352,12
Azerbaijan,AZE,2021-05-23,219,9
Azerbaijan,AZE,2021-05-24,156,7
Azerbaijan,AZE,2021-05-25,284,10
Azerbaijan,AZE,2021-05-26,203,8
Azerbaijan,AZE,2021-05-27,220,6
Azerbaijan,AZE,2021-05-28,242,5
Azerbaijan,AZE,2021-05-29,164,7
Azerbaijan,AZE,2021-05-30,141,4
Azerbaijan,AZE,2021-05-31,92,6
Azerbaijan,AZE,2021-06-01,176,8
Azerbaijan,AZE,2021-06-02,156,5
Azerbaijan,AZE,2021-06-03,128,3
Azerbaijan,AZE,2021-06-04,123,4
Azerbaijan,AZE,2021-06-05,108,3
Azerbaijan,AZE,2021-06-06,68,5
Azerbaijan,AZE,2021-06-07,32,4
Azerbaijan,AZE,2021-06-08,102,2
Azerbaijan,AZE,2021-06-09,68,1
Azerbaijan,AZE,2021-06-10,75,3
Azerbaijan,AZE,2021-06-11,73,0
Azerbaijan,AZE,2021-06-12,61,2
Azerbaijan,AZE,2021-06-13,45,0
Azerbaijan,AZE,2021-06-14,25,2
Azerbaijan,AZE,2021-06-15,68,3
Azerbaijan,AZE,2021-06-16,27,1
Azerbaijan,AZE,2021-06-17,48,0
Azerbaijan,AZE,2021-06-18,60,2
Azerbaijan,AZE,2021-06-19,38,0
Azerbaijan,AZE,2021-06-20,56,1
Azerbaijan,AZE,2021-06-21,28,1
Azerbaijan,AZE,2021-06-22,47,0
Azerbaijan,AZE,2021-06-23,57,2
Azerbaijan,AZE,2021-06-24,51,0
Azerbaijan,AZE,2021-06-25,65,2
Azerbaijan,AZE,2021-06-26,55,0
Azerbaijan,AZE,2021-06-27,40,1
Azerbaijan,AZE,2021-06-28,38,2
Azerbaijan,AZE,2021-06-29,87,3
Azerbaijan,AZE,2021-06-30,86,1
Azerbaijan,AZE,2021-07-01,75,1
Azerbaijan,AZE,2021-07-02,101,2
Azerbaijan,AZE,2021-07-03,95,0
Azerbaijan,AZE,2021-07-04,99,1
Azerbaijan,AZE,2021-07-05,62,0
Azerbaijan,AZE,2021-07-06,78,0
Azerbaijan,AZE,2021-07-07,127,1
Azerbaijan,AZE,2021-07-08,104,1
Azerbaijan,AZE,2021-07-09,174,2
Azerbaijan,AZE,2021-07-10,136,2
Azerbaijan,AZE,2021-07-11,156,0
Azerbaijan,AZE,2021-07-12,69,3
Azerbaijan,AZE,2021-07-13,133,1
Azerbaijan,AZE,2021-07-14,146,0
Azerbaijan,AZE,2021-07-15,199,2
Azerbaijan,AZE,2021-07-16,169,0
Azerbaijan,AZE,2021-07-17,213,1
Azerbaijan,AZE,2021-07-18,255,1
Azerbaijan,AZE,2021-07-19,148,2
Azerbaijan,AZE,2021-07-20,251,0
Azerbaijan,AZE,2021-07-21,225,4
Azerbaijan,AZE,2021-07-22,212,1
Azerbaijan,AZE,2021-07-23,371,3
Azerbaijan,AZE,2021-07-24,412,0
Azerbaijan,AZE,2021-07-25,386,4
Azerbaijan,AZE,2021-07-26,272,3
Azerbaijan,AZE,2021-07-27,468,2
Azerbaijan,AZE,2021-07-28,750,3
Azerbaijan,AZE,2021-07-29,615,5
Azerbaijan,AZE,2021-07-30,668,3
Azerbaijan,AZE,2021-07-31,633,1
Azerbaijan,AZE,2021-08-01,671,4
Azerbaijan,AZE,2021-08-02,431,3
Azerbaijan,AZE,2021-08-03,931,4
Azerbaijan,AZE,2021-08-04,996,5
Azerbaijan,AZE,2021-08-05,1196,4
Azerbaijan,AZE,2021-08-06,1242,8
Azerbaijan,AZE,2021-08-07,1289,5
Azerbaijan,AZE,2021-08-08,1220,7
Azerbaijan,AZE,2021-08-09,1101,9
Azerbaijan,AZE,2021-08-10,1736,12
Azerbaijan,AZE,2021-08-11,2396,11
Azerbaijan,AZE,2021-08-12,2674,14
Azerbaijan,AZE,2021-08-13,1769,16
Azerbaijan,AZE,2021-08-14,3508,13
Azerbaijan,AZE,2021-08-15,2993,15
Azerbaijan,AZE,2021-08-16,1851,17
Azerbaijan,AZE,2021-08-17,3322,18
Azerbaijan,AZE,2021-08-18,4129,20
Azerbaijan,AZE,2021-08-19,3614,23
Azerbaijan,AZE,2021-08-20,3968,21
Azerbaijan,AZE,2021-08-21,3551,27
Azerbaijan,AZE,2021-08-22,3069,29
Azerbaijan,AZE,2021-08-23,2945,32
Azerbaijan,AZE,2021-08-24,3583,30
Azerbaijan,AZE,2021-08-25,3794,33
Azerbaijan,AZE,2021-08-26,3714,31
Azerbaijan,AZE,2021-08-27,4203,35
Azerbaijan,AZE,2021-08-28,4241,43
Azerbaijan,AZE,2021-08-29,4010,41
Azerbaijan,AZE,2021-08-30,3107,39
Azerbaijan,AZE,2021-08-31,3788,44
Azerbaijan,AZE,2021-09-01,3845,41
Azerbaijan,AZE,2021-09-02,3759,45
Azerbaijan,AZE,2021-09-03,3762,38
Azerbaijan,AZE,2021-09-04,3305,40
Azerbaijan,AZE,2021-09-05,3310,42
Azerbaijan,AZE,2021-09-06,2406,37
Azerbaijan,AZE,2021-09-07,2447,41
Azerbaijan,AZE,2021-09-08,0,0
Azerbaijan,AZE,2021-09-09,0,0
Azerbaijan,AZE,2021-09-10,7319,111
Azerbaijan,AZE,2021-09-11,0,0
Azerbaijan,AZE,2021-09-12,0,0
Azerbaijan,AZE,2021-09-13,6205,103
Azerbaijan,AZE,2021-09-14,2077,33
Azerbaijan,AZE,2021-09-15,0,0
Azerbaijan,AZE,2021-09-16,3847,60
Azerbaijan,AZE,2021-09-17,0,0
Azerbaijan,AZE,2021-09-18,0,0
Azerbaijan,AZE,2021-09-19,0,0
Azerbaijan,AZE,2021-09-20,6286,100
Azerbaijan,AZE,2021-09-21,1594,26
Azerbaijan,AZE,2021-09-22,1356,17
Azerbaijan,AZE,2021-09-23,1178,24
Azerbaijan,AZE,2021-09-24,1128,21
Azerbaijan,AZE,2021-09-25,1099,18
Azerbaijan,AZE,2021-09-26,1029,24
Azerbaijan,AZE,2021-09-27,558,19
Azerbaijan,AZE,2021-09-28,0,0
Azerbaijan,AZE,2021-09-29,1727,37
Azerbaijan,AZE,2021-09-30,774,12
Azerbaijan,AZE,2021-10-01,689,18
Azerbaijan,AZE,2021-10-02,684,16
Azerbaijan,AZE,2021-10-03,712,14
Azerbaijan,AZE,2021-10-04,391,11
Azerbaijan,AZE,2021-10-05,826,15
Azerbaijan,AZE,2021-10-06,1009,12
Azerbaijan,AZE,2021-10-07,0,0
Azerbaijan,AZE,2021-10-08,1917,27
Azerbaijan,AZE,2021-10-09,1017,16
Azerbaijan,AZE,2021-10-10,1032,10
Azerbaijan,AZE,2021-10-11,611,13
Azerbaijan,AZE,2021-10-12,1277,15
Azerbaijan,AZE,2021-10-13,1265,17
Azerbaijan,AZE,2021-10-14,1448,11
Azerbaijan,AZE,2021-10-15,1850,14
Azerbaijan,AZE,2021-10-16,0,0
Azerbaijan,AZE,2021-10-17,3577,31
Azerbaijan,AZE,2021-10-18,1245,13
Azerbaijan,AZE,2021-10-19,2102,15
Azerbaijan,AZE,2021-10-20,2303,16
Azerbaijan,AZE,2021-10-21,2005,20
Azerbaijan,AZE,2021-10-22,2112,18
Azerbaijan,AZE,2021-10-23,2315,22
Azerbaijan,AZE,2021-10-24,2036,25
Azerbaijan,AZE,2021-10-25,1477,21
Azerbaijan,AZE,2021-10-26,2266,24
Azerbaijan,AZE,2021-10-27,2300,27
Azerbaijan,AZE,2021-10-28,2420,29
Azerbaijan,AZE,2021-10-29,2132,26
Azerbaijan,AZE,2021-10-30,2189,28
Azerbaijan,AZE,2021-10-31,2261,25
Azerbaijan,AZE,2021-11-01,1200,27
Azerbaijan,AZE,2021-11-02,2178,31
Azerbaijan,AZE,2021-11-03,2256,21
Azerbaijan,AZE,2021-11-04,2706,29
Azerbaijan,AZE,2021-11-05,2440,26
Azerbaijan,AZE,2021-11-06,2500,33
Azerbaijan,AZE,2021-11-07,2631,28
Azerbaijan,AZE,2021-11-08,1310,24
Azerbaijan,AZE,2021-11-09,1855,27
Azerbaijan,AZE,2021-11-10,1876,22
Azerbaijan,AZE,2021-11-11,1774,30
Azerbaijan,AZE,2021-11-12,2334,25
Azerbaijan,AZE,2021-11-13,2001,19
Azerbaijan,AZE,2021-11-14,2422,29
Azerbaijan,AZE,2021-11-15,1072,26
Azerbaijan,AZE,2021-11-16,2015,31
Azerbaijan,AZE,2021-11-17,2025,22
Azerbaijan,AZE,2021-11-18,2124,27
Azerbaijan,AZE,2021-11-19,2233,28
Azerbaijan,AZE,2021-11-20,1763,20
Azerbaijan,AZE,2021-11-21,1889,25
Azerbaijan,AZE,2021-11-22,825,33
Azerbaijan,AZE,2021-11-23,1904,29
Azerbaijan,AZE,2021-11-24,1924,23
Azerbaijan,AZE,2021-11-25,1880,27
Azerbaijan,AZE,2021-11-26,1997,31
Azerbaijan,AZE,2021-11-27,1617,22
Azerbaijan,AZE,2021-11-28,1662,18
Azerbaijan,AZE,2021-11-29,857,26
Azerbaijan,AZE,2021-11-30,1678,23
Azerbaijan,AZE,2021-12-01,1795,28
Azerbaijan,AZE,2021-12-02,1772,21
Azerbaijan,AZE,2021-12-03,1703,24
Azerbaijan,AZE,2021-12-04,1406,18
Azerbaijan,AZE,2021-12-05,1394,20
Azerbaijan,AZE,2021-12-06,585,16
Azerbaijan,AZE,2021-12-07,1530,21
Azerbaijan,AZE,2021-12-08,1210,15
Azerbaijan,AZE,2021-12-09,1315,19
Azerbaijan,AZE,2021-12-10,1109,17
Azerbaijan,AZE,2021-12-11,1117,15
Azerbaijan,AZE,2021-12-12,1226,18
Azerbaijan,AZE,2021-12-13,518,16
Azerbaijan,AZE,2021-12-14,922,19
Azerbaijan,AZE,2021-12-15,1156,14
Azerbaijan,AZE,2021-12-16,984,12
Azerbaijan,AZE,2021-12-17,755,18
Azerbaijan,AZE,2021-12-18,582,15
Azerbaijan,AZE,2021-12-19,921,17
Azerbaijan,AZE,2021-12-20,577,9
Azerbaijan,AZE,2021-12-21,662,14
Azerbaijan,AZE,2021-12-22,648,16
Azerbaijan,AZE,2021-12-23,854,19
Azerbaijan,AZE,2021-12-24,559,12
Azerbaijan,AZE,2021-12-25,501,15
Azerbaijan,AZE,2021-12-26,511,13
Azerbaijan,AZE,2021-12-27,306,11
Azerbaijan,AZE,2021-12-28,376,16
Azerbaijan,AZE,2021-12-29,530,8
Azerbaijan,AZE,2021-12-30,510,14
Azerbaijan,AZE,2021-12-31,595,12
Azerbaijan,AZE,2022-01-01,364,7
Azerbaijan,AZE,2022-01-02,368,10
Azerbaijan,AZE,2022-01-03,273,8
Azerbaijan,AZE,2022-01-04,413,15
Azerbaijan,AZE,2022-01-05,553,11
Azerbaijan,AZE,2022-01-06,584,13
Azerbaijan,AZE,2022-01-07,547,9
Azerbaijan,AZE,2022-01-08,630,6
Azerbaijan,AZE,2022-01-09,555,8
Azerbaijan,AZE,2022-01-10,329,12
Azerbaijan,AZE,2022-01-11,673,14
Azerbaijan,AZE,2022-01-12,645,9
Azerbaijan,AZE,2022-01-13,674,10
Azerbaijan,AZE,2022-01-14,653,7
Azerbaijan,AZE,2022-01-15,710,13
Azerbaijan,AZE,2022-01-16,808,11
Azerbaijan,AZE,2022-01-17,359,8
Azerbaijan,AZE,2022-01-18,930,12
Azerbaijan,AZE,2022-01-19,1151,9
Azerbaijan,AZE,2022-01-20,1186,14
Azerbaijan,AZE,2022-01-21,1068,17
Azerbaijan,AZE,2022-01-22,1614,16
Azerbaijan,AZE,2022-01-23,1697,13
Azerbaijan,AZE,2022-01-24,757,9
Azerbaijan,AZE,2022-01-25,2468,13
Azerbaijan,AZE,2022-01-26,3192,18
Azerbaijan,AZE,2022-01-27,3361,14
Azerbaijan,AZE,2022-01-28,3564,19
Azerbaijan,AZE,2022-01-29,4268,17
Azerbaijan,AZE,2022-01-30,4943,20
Azerbaijan,AZE,2022-01-31,2186,14
Azerbaijan,AZE,2022-02-01,5223,21
Azerbaijan,AZE,2022-02-02,6620,24
Azerbaijan,AZE,2022-02-03,6113,18
Azerbaijan,AZE,2022-02-04,7050,26
Azerbaijan,AZE,2022-02-05,7704,23
Azerbaijan,AZE,2022-02-06,7474,25
Azerbaijan,AZE,2022-02-07,4680,27
Azerbaijan,AZE,2022-02-08,7032,22
Azerbaijan,AZE,2022-02-09,7779,28
Azerbaijan,AZE,2022-02-10,7632,24
Azerbaijan,AZE,2022-02-11,6603,26
Azerbaijan,AZE,2022-02-12,5948,29
Azerbaijan,AZE,2022-02-13,6841,23
Azerbaijan,AZE,2022-02-14,2749,27
Azerbaijan,AZE,2022-02-15,4687,28
Azerbaijan,AZE,2022-02-16,7148,22
Azerbaijan,AZE,2022-02-17,4449,30
Azerbaijan,AZE,2022-02-18,3817,25
Azerbaijan,AZE,2022-02-19,3690,29
Azerbaijan,AZE,2022-02-20,2685,24
Azerbaijan,AZE,2022-02-21,1038,26
Azerbaijan,AZE,2022-02-22,2372,19
Azerbaijan,AZE,2022-02-23,1979,27
Azerbaijan,AZE,2022-02-24,1755,23
Azerbaijan,AZE,2022-02-25,1210,28
Azerbaijan,AZE,2022-02-26,0,0
Azerbaijan,AZE,2022-02-27,2553,42
Azerbaijan,AZE,2022-02-28,369,17
Azerbaijan,AZE,2022-03-01,832,21
Azerbaijan,AZE,2022-03-02,865,16
Azerbaijan,AZE,2022-03-03,570,19
Azerbaijan,AZE,2022-03-04,588,15
Azerbaijan,AZE,2022-03-05,433,12
Azerbaijan,AZE,2022-03-06,374,18
Azerbaijan,AZE,2022-03-07,149,13
Azerbaijan,AZE,2022-03-08,276,16
Azerbaijan,AZE,2022-03-09,126,11
Azerbaijan,AZE,2022-03-10,270,17
Azerbaijan,AZE,2022-03-11,225,14
Azerbaijan,AZE,2022-03-12,197,10
Azerbaijan,AZE,2022-03-13,192,12
Azerbaijan,AZE,2022-03-14,53,7
Azerbaijan,AZE,2022-03-15,142,9
Azerbaijan,AZE,2022-03-16,115,6
Azerbaijan,AZE,2022-03-17,0,0
Azerbaijan,AZE,2022-03-18,211,14
Azerbaijan,AZE,2022-03-19,116,4
Azerbaijan,AZE,2022-03-20,78,5
Azerbaijan,AZE,2022-03-21,29,3
Azerbaijan,AZE,2022-03-22,34,7
Azerbaijan,AZE,2022-03-23,38,4
Azerbaijan,AZE,2022-03-24,21,2
Azerbaijan,AZE,2022-03-25,50,3
Azerbaijan,AZE,2022-03-26,41,4
Azerbaijan,AZE,2022-03-27,55,2
Azerbaijan,AZE,2022-03-28,16,3
Azerbaijan,AZE,2022-03-29,48,3
Azerbaijan,AZE,2022-03-30,62,4
Azerbaijan,AZE,2022-03-31,56,1
Azerbaijan,AZE,2022-04-01,47,2
Azerbaijan,AZE,2022-04-02,40,3
Azerbaijan,AZE,2022-04-03,42,0
Azerbaijan,AZE,2022-04-04,6,1
Azerbaijan,AZE,2022-04-05,36,2
Azerbaijan,AZE,2022-04-06,38,1
Azerbaijan,AZE,2022-04-07,25,2
Azerbaijan,AZE,2022-04-08,22,0
Azerbaijan,AZE,2022-04-09,28,0
Azerbaijan,AZE,2022-04-10,21,0
Azerbaijan,AZE,2022-04-11,16,0
Azerbaijan,AZE,2022-04-12,36,0
Azerbaijan,AZE,2022-04-13,16,1
Azerbaijan,AZE,2022-04-14,15,1
Azerbaijan,AZE,2022-04-15,0,0
Azerbaijan,AZE,2022-04-16,29,0
Azerbaijan,AZE,2022-04-17,13,1
Azerbaijan,AZE,2022-04-18,3,0
Azerbaijan,AZE,2022-04-19,26,0
Azerbaijan,AZE,2022-04-20,21,0
Azerbaijan,AZE,2022-04-21,33,1
Azerbaijan,AZE,2022-04-22,12,0
Azerbaijan,AZE,2022-04-23,19,0
Azerbaijan,AZE,2022-04-24,20,0
Azerbaijan,AZE,2022-04-25,0,0
Azerbaijan,AZE,2022-04-26,6,0
Azerbaijan,AZE,2022-04-27,19,0
Azerbaijan,AZE,2022-04-29,62,2
Azerbaijan,AZE,2022-04-30,4,0
Azerbaijan,AZE,2022-05-01,16,0
Azerbaijan,AZE,2022-05-02,1,0
Azerbaijan,AZE,2022-05-03,6,0
Azerbaijan,AZE,2022-05-04,0,0
Azerbaijan,AZE,2022-05-05,14,0
Azerbaijan,AZE,2022-05-06,8,0
Azerbaijan,AZE,2022-05-07,11,0
Azerbaijan,AZE,2022-05-08,12,0
Azerbaijan,AZE,2022-05-09,2,0
Azerbaijan,AZE,2022-05-10,6,0
Azerbaijan,AZE,2022-05-11,0,0
Azerbaijan,AZE,2022-05-12,0,0
Azerbaijan,AZE,2022-05-13,0,0
Azerbaijan,AZE,2022-05-14,0,0
Azerbaijan,AZE,2022-05-15,0,0
Azerbaijan,AZE,2022-05-16,0,0
Azerbaijan,AZE,2022-05-17,42,0
Azerbaijan,AZE,2022-05-18,5,0
Azerbaijan,AZE,2022-05-19,10,1
Azerbaijan,AZE,2022-05-20,12,0
